,country_code,normalized_job_code,rural,uuid
79,BE,07b7555fa790debaf5b04d1409ad5f11,Urban,121a3240-da4d-0133-f0f0-0a81e8b09a82
80,BE,d4624ed8068d24948e18303212593cd6,Rural,4d9509f0-da6a-0133-09b5-0a81e8b09a82
81,BE,1a281bf4bd1fe9b2a6e464e508bea167,Urban,ba68f010-da39-0133-ede7-0a81e8b09a82
82,BE,5db2c8d6539f983e1ca3d7c5b939e190,Urban,31d510e0-dc3d-0133-6587-0a81e8b09a82
83,BE,800b621aab5dac18f4caef621fa43a49,Rural,902829b0-de49-0133-6b2f-0a81e8b09a82
84,BE,2f704538f6c9d6459a97314be98124e2,Urban,c46dd5d0-daf5-0133-326e-0a81e8b09a82
85,BE,d4624ed8068d24948e18303212593cd6,Urban,9a2478d0-da5f-0133-c83a-0a81e8b09a82
86,BE,edc64316da9707432443c7a4461abe6c,Rural,88424430-defa-0133-0f5f-0a81e8b09a82
87,BE,76b0ba6af40991629e20dff36edd02a5,Rural,5e4592b0-de0c-0133-f22f-0a81e8b09a82
88,BE,04c82eae29e1c4a30eac0710b74ab276,Rural,d73155f0-d9ba-0133-fe9f-0a81e8b09a82
89,BE,a4d5b8b38f9513825d0d94a981ebe962,Urban,52a3acf0-da6f-0133-e888-0a81e8b09a82
90,BE,3161063d378eecc4581c5cdee46a2a6c,Urban,154739b0-dced-0133-c4db-0a81e8b09a82
91,BE,781f5d3a80812531fdc81125a527a626,Rural,10e5df00-dd3a-0133-0ead-0a81e8b09a82
92,BE,781f5d3a80812531fdc81125a527a626,Urban,a5396df0-d98e-0133-f2a3-0a81e8b09a82
93,BE,38a15ceadcdd6d4db16a88fa1a72b083,Urban,39d48260-dd36-0133-0358-0a81e8b09a82
94,BE,5e93fd1a58c8a67b295f69d87d1a940d,Urban,b63ed850-dcb8-0133-8926-0a81e8b09a82
95,BE,e55556364d2096578fd153e9800e826f,Urban,4e1ac160-d982-0133-758d-0a81e8b09a82
96,BE,d24ffac92c24fb0e7bd1abc5fc3b6254,Rural,96c62760-d8d4-0133-62ed-0a81e8b09a82
97,BE,edc64316da9707432443c7a4461abe6c,Urban,fd9e7290-dad7-0133-1337-0a81e8b09a82
98,BE,b24ece3300d2f8ab34f9553e531183d6,Urban,c9337360-db95-0133-d531-0a81e8b09a82
99,BE,04c82eae29e1c4a30eac0710b74ab276,Urban,c75ffdb0-d95d-0133-765b-0a81e8b09a82
100,BE,861a9b9151e11362eb3c77ca914172d0,Rural,9ffc7390-dba5-0133-259b-0a81e8b09a82
101,BE,049a3f3a2b5f85cb2971ba77ad66e10c,Urban,ce2197d0-da69-0133-065d-0a81e8b09a82
102,BE,ccd7528fb38f16077360c5b67c9700c4,Rural,35610710-dc10-0133-0ad8-0a81e8b09a82
103,BE,3ddea1b52e520996e4ec9fb70dc8b86b,Rural,76c4d450-da3b-0133-dedb-0a81e8b09a82
104,BE,f6fbd9dea1fa8f899683ade8e7d87d60,Urban,3c862650-da54-0133-8d15-0a81e8b09a82
105,BE,0de6170ccbed08e62b2e5862d5846a43,Urban,89b205e0-d975-0133-3945-0a81e8b09a82
106,BE,996da29c84f5eed00da40c230f4c4078,Rural,ccae52d0-dc67-0133-f45f-0a81e8b09a82
107,BE,477b53ef09d37f098d5ed74f47fcbaec,Rural,d5ce2260-dbb3-0133-bcd9-0a81e8b09a82
108,BE,dac2e921c1f887d9efc4c06fa33c1397,Urban,5c67f030-dcc7-0133-e8f6-0a81e8b09a82
109,BE,a4d5b8b38f9513825d0d94a981ebe962,Urban,9e99d970-d9b8-0133-d807-0a81e8b09a82
110,BE,499f9d9b6722342608656559b15abd90,Rural,2dfa5f60-d941-0133-c589-0a81e8b09a82
111,BE,d06dfb43c95b585a89ae556c9221b573,Urban,ad832440-dae3-0133-3472-0a81e8b09a82
112,BE,c1b670eba9ccb65e7c99f7da116d5b9c,Urban,0b072e10-daf8-0133-9680-0a81e8b09a82
113,BE,76b0ba6af40991629e20dff36edd02a5,Urban,365ce720-d9bb-0133-b3f4-0a81e8b09a82
114,BE,90c5430dbc810aec8695af2f1f4c42e8,Rural,9943e950-dd22-0133-9adf-0a81e8b09a82
115,BE,1f8576bdffa64f492405d02b842c41a6,Urban,2fae8710-d99f-0133-9ac2-0a81e8b09a82
116,BE,8a7a3f1bce0958ae9f090683e5a925b7,Urban,78156750-d949-0133-1a02-0a81e8b09a82
117,BE,775190277a849cba701b306a7b374c0a,Urban,2bc31fc0-dacd-0133-7ae0-0a81e8b09a82
118,BE,7acaed29536648e45ea2b82d45047fcf,Rural,5fcac6c0-dad5-0133-3d17-0a81e8b09a82
119,BE,6408c0d7c7faa4ced47fbc8474698126,Rural,4f083df0-da5a-0133-3d06-0a81e8b09a82
120,BE,e2f68bf748aea2c7d2254550c0c92b23,Urban,ac53fcf0-dcab-0133-cbb5-0a81e8b09a82
121,BE,7bb15eefb19ed09c59349baad7e8469e,Urban,6c646dd0-d988-0133-9904-0a81e8b09a82
122,BE,8a7a3f1bce0958ae9f090683e5a925b7,Rural,92c27100-d9d0-0133-c4db-0a81e8b09a82
123,BE,02e4c028f64f176de2f54bbc2f5403ce,Urban,49f476a0-dadf-0133-25cc-0a81e8b09a82
124,BE,d06dfb43c95b585a89ae556c9221b573,Urban,b32e3370-db21-0133-0eff-0a81e8b09a82
125,BE,569da68cdcac43a3b4a0126ea9170570,Urban,28902e30-dcb0-0133-a69e-0a81e8b09a82
126,BE,569da68cdcac43a3b4a0126ea9170570,Urban,a3a7b940-d8f1-0133-1602-0a81e8b09a82
127,BE,ced804d972b03cca6d523ec8925a7943,Urban,681aecb0-d959-0133-5c2c-0a81e8b09a82
128,BE,41b2978a2c07c5f477e60f26372d6c85,Urban,4b9eb3e0-db19-0133-3d8e-0a81e8b09a82
129,BE,d9e964a222fdd9527319ad88adbfaa2e,Urban,d3e0dad0-da6e-0133-e56e-0a81e8b09a82
130,BE,e2f68bf748aea2c7d2254550c0c92b23,Urban,0df2ad10-dcd2-0133-9cd6-0a81e8b09a82
131,BE,ac47656fd51c2cd8037057262c910dc4,Rural,83b04b10-db3d-0133-da61-0a81e8b09a82
132,BE,2ee80cf30e2483dfe0947adc0428f8c5,Urban,d220fad0-d9a9-0133-828b-0a81e8b09a82
133,BE,775190277a849cba701b306a7b374c0a,Rural,8ba9cd50-d8ad-0133-6e28-0a81e8b09a82
134,BE,e55556364d2096578fd153e9800e826f,Rural,5f326eb0-da6a-0133-0a54-0a81e8b09a82
135,BE,375017ea3a1a97f5ea676def873bb25b,Urban,4022a650-da6b-0133-1057-0a81e8b09a82
136,BE,e49986dae76619a3941d280ee14d38ae,Urban,917dd2a0-d955-0133-89f1-0a81e8b09a82
137,BE,76385cb24e831b3364279b9de5641d8f,Urban,8857b610-dc8e-0133-4bf7-0a81e8b09a82
138,BE,141ddda0f613da65a280521247de0e9f,Urban,986f8800-da55-0133-476f-0a81e8b09a82
139,BE,16b67d7f57698455aefbc1ae1b358b50,Rural,a60c3d40-dcaa-0133-c82f-0a81e8b09a82
140,BE,8a7a3f1bce0958ae9f090683e5a925b7,Urban,f30223b0-d950-0133-5b67-0a81e8b09a82
141,BE,f842344417ed2fc226d9cc00f9562458,Rural,cd5c6a90-d9a9-0133-826f-0a81e8b09a82
142,BE,5e93fd1a58c8a67b295f69d87d1a940d,Rural,260b75a0-dc77-0133-38d8-0a81e8b09a82
143,BE,16b67d7f57698455aefbc1ae1b358b50,Urban,cb233740-d906-0133-cee6-0a81e8b09a82
144,BE,16b67d7f57698455aefbc1ae1b358b50,Urban,1f5c2970-da12-0133-929e-0a81e8b09a82
145,BE,096536ec43ce2a7de73031b271a1c132,Urban,bc41f880-dd4d-0133-fba5-0a81e8b09a82
146,BE,2ca138b991c50dc6696238e5ad800142,Rural,14280100-dbea-0133-35b0-0a81e8b09a82
147,BE,a33662485eb4ad97096183db945308f4,Urban,d56d0a60-da6f-0133-eb85-0a81e8b09a82
148,BE,4f75f97ac5b5f00f9420074d501f0803,Urban,d1b45750-db1c-0133-4d29-0a81e8b09a82
149,BE,f36c6ada3a808453a0bf241c74a4e994,Urban,2d942760-da74-0133-10cb-0a81e8b09a82
150,BE,499f9d9b6722342608656559b15abd90,Rural,e789f760-db38-0133-48be-0a81e8b09a82
151,BE,27af8700f5577cec835acee2cb90a2ff,Rural,a5b4c5e0-db5b-0133-db35-0a81e8b09a82
152,BE,d4624ed8068d24948e18303212593cd6,Urban,ae9eb000-d8db-0133-9a27-0a81e8b09a82
153,BE,3833bd699e7afe4665b595f282da0387,Urban,acce6f50-dc15-0133-33e4-0a81e8b09a82
154,BE,375017ea3a1a97f5ea676def873bb25b,Urban,1a19beb0-dc26-0133-4fec-0a81e8b09a82
155,BE,775190277a849cba701b306a7b374c0a,Urban,fc8164c0-da3f-0133-d922-0a81e8b09a82
156,BE,499f9d9b6722342608656559b15abd90,Rural,7c3794b0-de52-0133-1d4b-0a81e8b09a82
157,BE,141ddda0f613da65a280521247de0e9f,Urban,23b9a0e0-dcd1-0133-96e7-0a81e8b09a82
158,BE,41ba88cfd476ee8d5e3d9f7cea62f051,Rural,cf8301c0-d96d-0133-0383-0a81e8b09a82
159,BE,41b2978a2c07c5f477e60f26372d6c85,Rural,3a976580-dd6b-0133-f082-0a81e8b09a82
160,BE,894ca61c22718617c7e2404f582153da,Rural,bc0ccb80-ddf7-0133-2628-0a81e8b09a82
161,BE,34d80517fe3bc143f9fc850386b8ffd7,Urban,328fb5d0-dd2f-0133-be6f-0a81e8b09a82
162,BE,e7b3e1c6a32c7247cd4857e4c3574165,Urban,9e43e5c0-dac1-0133-c6fc-0a81e8b09a82
163,BE,e7b3e1c6a32c7247cd4857e4c3574165,Urban,01650240-da8e-0133-cc2e-0a81e8b09a82
164,BE,861a9b9151e11362eb3c77ca914172d0,Urban,a6361230-da58-0133-cd5a-0a81e8b09a82
165,BE,8a7a3f1bce0958ae9f090683e5a925b7,Urban,5bbb2320-db06-0133-c0ce-0a81e8b09a82
166,BE,76385cb24e831b3364279b9de5641d8f,Rural,3f240350-dcdd-0133-404e-0a81e8b09a82
167,BE,a003702c0cea282e17967772dd83de5e,Urban,7bfa9de0-dd4a-0133-40d2-0a81e8b09a82
168,BE,a4d5b8b38f9513825d0d94a981ebe962,Rural,5e758cc0-db05-0133-63ad-0a81e8b09a82
169,BE,5db2c8d6539f983e1ca3d7c5b939e190,Urban,d618b1a0-dc04-0133-dc0f-0a81e8b09a82
170,BE,a003702c0cea282e17967772dd83de5e,Rural,a04028b0-dcb8-0133-eff5-0a81e8b09a82
171,BE,775190277a849cba701b306a7b374c0a,Rural,5889bd30-d983-0133-7a4a-0a81e8b09a82
172,BE,b24ece3300d2f8ab34f9553e531183d6,Urban,9b1600f0-da4b-0133-27da-0a81e8b09a82
173,BE,141ddda0f613da65a280521247de0e9f,Rural,bb9ce760-dbc1-0133-db7e-0a81e8b09a82
174,BE,0de6170ccbed08e62b2e5862d5846a43,Urban,5343b180-d9b7-0133-9af6-0a81e8b09a82
175,BE,6cf4d336112984368f83181ac5ffe948,Urban,ef9fd160-da42-0133-62f9-0a81e8b09a82
176,BE,6cf4d336112984368f83181ac5ffe948,Rural,82c41290-d967-0133-721d-0a81e8b09a82
177,BG,1dd2fdc8a3981f2a1d8f0ca173952bb8,Urban,c6679d80-dafd-0133-5da9-0a81e8b09a82
178,BG,d71c4164c99a5f9bca773e755a72f40f,Urban,6187b080-da34-0133-8c46-0a81e8b09a82
179,BG,cc2b26cc436bea36bda3bdd7367c411a,Urban,d2a43a20-da53-0133-8a24-0a81e8b09a82
180,BG,6408c0d7c7faa4ced47fbc8474698126,Urban,62309370-d97b-0133-c78d-0a81e8b09a82
181,BG,5e93fd1a58c8a67b295f69d87d1a940d,Rural,90c936c0-d8d2-0133-5d6a-0a81e8b09a82
182,BG,a33662485eb4ad97096183db945308f4,Urban,55331d10-d976-0133-06db-0a81e8b09a82
183,BG,3161063d378eecc4581c5cdee46a2a6c,Urban,1e612c00-da58-0133-8fdc-0a81e8b09a82
184,BG,970eb38c7b3eb080466052ea994af189,Urban,25b6e390-da56-0133-8edc-0a81e8b09a82
185,BG,e49986dae76619a3941d280ee14d38ae,Urban,876f8ca0-d98f-0133-f64e-0a81e8b09a82
186,BG,e49986dae76619a3941d280ee14d38ae,Urban,46da35a0-d974-0133-15d4-0a81e8b09a82
187,BG,e605336f5a43949cb6b18054fd1937f1,Urban,2762a830-d994-0133-a32b-0a81e8b09a82
188,BG,45033f83b6e0309eca9bcd76917f15d0,Urban,eb3c08e0-d966-0133-fb39-0a81e8b09a82
189,BG,970eb38c7b3eb080466052ea994af189,Urban,321c19d0-da30-0133-aa56-0a81e8b09a82
190,BG,36ac256201657eeaa67ee95aaae3cd54,Urban,a255d240-da21-0133-e54d-0a81e8b09a82
191,BG,781f5d3a80812531fdc81125a527a626,Urban,b353cef0-d970-0133-9379-0a81e8b09a82
192,BG,141ddda0f613da65a280521247de0e9f,Urban,cb6e0670-d8f3-0133-a9e8-0a81e8b09a82
193,BG,bc6dcc49557388a9f53d6e642e73d7a2,Urban,bdd81e20-dae9-0133-49d3-0a81e8b09a82
194,BG,d9e964a222fdd9527319ad88adbfaa2e,Urban,07a94330-d932-0133-3fc5-0a81e8b09a82
195,BG,0de6170ccbed08e62b2e5862d5846a43,Urban,2cd5f790-d981-0133-f53c-0a81e8b09a82
196,BG,ccd7528fb38f16077360c5b67c9700c4,Urban,fc3e2c60-da46-0133-0fc0-0a81e8b09a82
197,BG,00bff17fca67555d8d86e8ead86dcd70,Urban,51c24860-d940-0133-c44a-0a81e8b09a82
198,BG,1a281bf4bd1fe9b2a6e464e508bea167,Urban,f75f5950-d994-0133-f7a8-0a81e8b09a82
199,BG,d9e964a222fdd9527319ad88adbfaa2e,Urban,300a7300-d940-0133-c426-0a81e8b09a82
200,BG,861a9b9151e11362eb3c77ca914172d0,Urban,1e2b4750-d987-0133-3c7c-0a81e8b09a82
201,BG,d4624ed8068d24948e18303212593cd6,Urban,57ca6210-da59-0133-d25c-0a81e8b09a82
202,BG,b42566382f2d3deeca56d3667004fc9e,Urban,d5464320-d8d2-0133-5e81-0a81e8b09a82
203,BG,847165cfda6b1dc82ae22b967da8af2f,Urban,67bd25c0-da23-0133-ed4d-0a81e8b09a82
204,BG,7932d4705d002b47789c11edfaed685e,Urban,3e282710-d8cf-0133-69a6-0a81e8b09a82
205,BG,aee597cd78f235c9db9d3ca987c7c846,Urban,ac6ce6b0-d993-0133-6999-0a81e8b09a82
206,BG,90c5430dbc810aec8695af2f1f4c42e8,Urban,3f300750-d97a-0133-5751-0a81e8b09a82
207,BG,141ddda0f613da65a280521247de0e9f,Urban,56196950-d970-0133-9208-0a81e8b09a82
208,BG,1c37a6e2bf157c0eff4665c57c52602d,Urban,301dade0-da58-0133-905b-0a81e8b09a82
209,BG,46b09f5f86f1ed46a8cb8e14d41418c7,Urban,830a4b90-d94a-0133-8930-0a81e8b09a82
210,BG,781f5d3a80812531fdc81125a527a626,Urban,2dd04700-d940-0133-c423-0a81e8b09a82
211,BG,fcaf4aac737e53ad24b9f32f08b8740f,Urban,ae2fbd30-d983-0133-7bb8-0a81e8b09a82
212,BG,ac47656fd51c2cd8037057262c910dc4,Urban,8d912430-da2a-0133-3fe4-0a81e8b09a82
213,BG,a2a9fbe67b4aa2b551ba0f3adac90a99,Urban,74cc4d00-d963-0133-427d-0a81e8b09a82
214,BG,77d124811ae6887bd4ff42b0e2b49116,Urban,4d716090-d984-0133-7ebc-0a81e8b09a82
215,BG,45033f83b6e0309eca9bcd76917f15d0,Urban,6e1ec7c0-da0c-0133-28f2-0a81e8b09a82
216,BG,77d124811ae6887bd4ff42b0e2b49116,Urban,55c4e520-da2f-0133-a61b-0a81e8b09a82
217,BG,36ac256201657eeaa67ee95aaae3cd54,Urban,e5f5b3f0-dadb-0133-6159-0a81e8b09a82
218,BG,f05d2014d4a9adaab50fa1e0ca6f6c8c,Urban,00ddd310-d8d1-0133-5878-0a81e8b09a82
219,BG,36675c937946c8a4fc5de7d0b4c850de,Urban,51144e30-d8c9-0133-a1f0-0a81e8b09a82
220,BG,569da68cdcac43a3b4a0126ea9170570,Urban,500e8a90-d9b1-0133-012d-0a81e8b09a82
221,BG,847165cfda6b1dc82ae22b967da8af2f,Urban,ce9f80c0-d94a-0133-89ac-0a81e8b09a82
222,BG,2ca138b991c50dc6696238e5ad800142,Urban,adf79f90-da4b-0133-a097-0a81e8b09a82
223,BG,77d124811ae6887bd4ff42b0e2b49116,Urban,63d13f10-d981-0133-f633-0a81e8b09a82
224,BG,ac47656fd51c2cd8037057262c910dc4,Urban,bedb8fa0-d981-0133-72eb-0a81e8b09a82
225,BG,ac2588d5d7676a49bdcd038e4a0a0ec5,Urban,caa08bc0-da50-0133-373f-0a81e8b09a82
226,BG,7bb15eefb19ed09c59349baad7e8469e,Urban,273c6f80-dae7-0133-40e9-0a81e8b09a82
227,BG,f05d2014d4a9adaab50fa1e0ca6f6c8c,Rural,13f5a0b0-daea-0133-4aff-0a81e8b09a82
228,BG,781f5d3a80812531fdc81125a527a626,Urban,87180450-d8f7-0133-b322-0a81e8b09a82
229,BG,800b621aab5dac18f4caef621fa43a49,Urban,5a8de400-da4e-0133-4a81-0a81e8b09a82
230,BG,375017ea3a1a97f5ea676def873bb25b,Urban,9c227610-d926-0133-33bd-0a81e8b09a82
231,BG,edc64316da9707432443c7a4461abe6c,Urban,6753cf30-db87-0133-bb32-0a81e8b09a82
232,BG,5db2c8d6539f983e1ca3d7c5b939e190,Urban,4ed4d480-d942-0133-c717-0a81e8b09a82
233,BG,0de6170ccbed08e62b2e5862d5846a43,Rural,f4a9b250-db29-0133-cba7-0a81e8b09a82
234,BG,477b53ef09d37f098d5ed74f47fcbaec,Urban,e0e227e0-da0e-0133-fc5b-0a81e8b09a82
235,BG,e55556364d2096578fd153e9800e826f,Urban,c85eefa0-db3d-0133-8bc5-0a81e8b09a82
236,BG,c1b670eba9ccb65e7c99f7da116d5b9c,Urban,a4b03050-da50-0133-3639-0a81e8b09a82
237,BG,2173ff3afd8d28192f7cf119af201940,Urban,41e17d40-da5e-0133-67a5-0a81e8b09a82
238,BG,a2a9fbe67b4aa2b551ba0f3adac90a99,Urban,e6497150-da0f-0133-feb5-0a81e8b09a82
239,BG,e7b3e1c6a32c7247cd4857e4c3574165,Urban,04852950-d9d4-0133-cf28-0a81e8b09a82
240,BG,a2a9fbe67b4aa2b551ba0f3adac90a99,Urban,8407ff70-da31-0133-af53-0a81e8b09a82
